id,activity
28157,sitting
28158,sitting
28159,sitting
28160,lying
28161,lying
28162,walking
28163,lying down
28164,walking
28165,standing up from sitting on the ground
28166,lying
28167,lying
28168,lying
28169,sitting on the ground
28170,lying
28171,sitting
28172,sitting
28173,lying
28174,sitting on the ground
28175,on all fours
28176,walking
28177,sitting
28178,sitting
28179,walking
28180,sitting
28181,lying
28182,lying
28183,sitting
28184,sitting on the ground
28185,lying
28186,walking
28187,lying
28188,sitting
28189,walking
28190,lying down
28191,lying
28192,standing up from lying
28193,lying
28194,lying
28195,lying
28196,lying
28197,sitting
28198,sitting
28199,sitting
28200,sitting
28201,lying
28202,sitting on the ground
28203,lying
28204,sitting
28205,standing up from lying
28206,lying
28207,lying
28208,standing up from lying
28209,lying
28210,lying
28211,walking
28212,sitting
28213,walking
28214,lying
28215,lying
28216,lying
28217,lying
28218,lying
28219,lying
28220,sitting
28221,walking
28222,sitting
28223,standing up from lying
28224,lying
28225,lying
28226,lying
28227,lying
28228,walking
28229,lying
28230,standing up from lying
28231,lying
28232,walking
28233,standing up from lying
28234,walking
28235,sitting
28236,walking
28237,sitting on the ground
28238,lying
28239,lying
28240,lying
28241,sitting on the ground
28242,lying
28243,standing up from sitting on the ground
28244,on all fours
28245,sitting
28246,standing up from lying
28247,lying
28248,walking
28249,walking
28250,sitting
28251,lying
28252,sitting
28253,lying down
28254,sitting
28255,standing up from sitting
28256,sitting
28257,sitting on the ground
28258,sitting on the ground
28259,lying
28260,lying
28261,lying
28262,walking
28263,falling
28264,lying
28265,walking
28266,lying
28267,lying
28268,lying
28269,sitting
28270,sitting on the ground
28271,standing up from lying
28272,standing up from lying
28273,sitting
28274,lying
28275,sitting on the ground
28276,sitting on the ground
28277,sitting
28278,lying
28279,lying
28280,walking
28281,lying
28282,lying
28283,standing up from lying
28284,walking
28285,lying
28286,lying
28287,sitting
28288,walking
28289,standing up from lying
28290,walking
28291,walking
28292,on all fours
28293,walking
28294,walking
28295,walking
28296,walking
28297,sitting on the ground
28298,walking
28299,lying
28300,sitting
28301,walking
28302,lying
28303,walking
28304,walking
28305,sitting on the ground
28306,on all fours
28307,lying
28308,lying
28309,sitting
28310,walking
28311,standing up from lying
28312,standing up from sitting on the ground
28313,lying
28314,sitting on the ground
28315,standing up from lying
28316,sitting
28317,standing up from lying
28318,walking
28319,walking
28320,lying
28321,lying
28322,walking
28323,standing up from lying
28324,sitting on the ground
28325,lying
28326,sitting on the ground
28327,walking
28328,sitting on the ground
28329,lying
28330,lying
28331,sitting
28332,standing up from lying
28333,lying
28334,lying
28335,lying
28336,lying
28337,lying
28338,lying down
28339,lying
28340,walking
28341,walking
28342,lying
28343,sitting
28344,walking
28345,standing up from lying
28346,sitting
28347,lying
28348,walking
28349,lying
28350,walking
28351,lying
28352,walking
28353,standing up from sitting on the ground
28354,standing up from lying
28355,lying
28356,sitting
28357,sitting on the ground
28358,sitting
28359,sitting on the ground
28360,sitting
28361,walking
28362,walking
28363,walking
28364,walking
28365,standing up from lying
28366,sitting
28367,sitting
28368,walking
28369,lying
28370,walking
28371,sitting
28372,walking
28373,standing up from lying
28374,standing up from lying
28375,lying
28376,lying
28377,sitting
28378,walking
28379,walking
28380,lying
28381,sitting
28382,lying
28383,lying
28384,sitting
28385,walking
28386,lying
28387,sitting
28388,sitting
28389,standing up from lying
28390,walking
28391,walking
28392,sitting on the ground
28393,walking
28394,standing up from sitting on the ground
28395,lying
28396,sitting
28397,on all fours
28398,lying
28399,lying down
28400,lying
28401,lying
28402,lying
28403,lying
28404,lying
28405,lying
28406,falling
28407,walking
28408,lying
28409,sitting
28410,lying
28411,lying
28412,sitting
28413,walking
28414,sitting on the ground
28415,sitting
28416,lying
28417,walking
28418,walking
28419,lying
28420,lying
28421,lying
28422,walking
28423,walking
28424,walking
28425,lying
28426,standing up from lying
28427,walking
28428,walking
28429,sitting
28430,sitting
28431,standing up from lying
28432,standing up from sitting on the ground
28433,sitting
28434,standing up from lying
28435,lying
28436,lying
28437,sitting on the ground
28438,lying
28439,sitting on the ground
28440,lying
28441,sitting on the ground
28442,lying
28443,sitting
28444,sitting
28445,lying
28446,lying
28447,lying
28448,lying
28449,lying
28450,lying
28451,sitting
28452,walking
28453,lying
28454,lying
28455,sitting
28456,lying
28457,walking
28458,walking
28459,lying
28460,sitting
28461,sitting on the ground
28462,lying
28463,walking
28464,sitting
28465,sitting
28466,lying
28467,sitting
28468,walking
28469,lying
28470,sitting on the ground
28471,walking
28472,standing up from lying
28473,sitting
28474,lying
28475,sitting
28476,sitting
28477,sitting
28478,walking
28479,sitting on the ground
28480,standing up from lying
28481,lying
28482,lying
28483,walking
28484,lying
28485,standing up from lying
28486,lying
28487,lying
28488,lying
28489,lying
28490,sitting
28491,sitting
28492,sitting on the ground
28493,lying
28494,standing up from lying
28495,lying
28496,walking
28497,sitting on the ground
28498,lying
28499,walking
28500,lying
28501,walking
28502,walking
28503,walking
28504,walking
28505,sitting
28506,sitting
28507,sitting on the ground
28508,falling
28509,sitting
28510,lying
28511,walking
28512,walking
28513,sitting
28514,sitting
28515,sitting
28516,lying
28517,lying
28518,falling
28519,lying
28520,sitting on the ground
28521,lying
28522,lying
28523,sitting
28524,sitting on the ground
28525,lying
28526,lying
28527,lying
28528,on all fours
28529,standing up from lying
28530,on all fours
28531,walking
28532,lying
28533,standing up from lying
28534,sitting
28535,walking
28536,lying down
28537,lying
28538,lying
28539,standing up from lying
28540,on all fours
28541,lying
28542,lying
28543,sitting on the ground
28544,walking
28545,lying
28546,lying
28547,lying
28548,lying
28549,walking
28550,walking
28551,lying
28552,sitting on the ground
28553,lying
28554,standing up from lying
28555,lying
28556,sitting on the ground
28557,walking
28558,sitting
28559,sitting on the ground
28560,sitting
28561,sitting on the ground
28562,standing up from lying
28563,walking
28564,lying
28565,lying
28566,lying
28567,sitting
28568,walking
28569,sitting on the ground
28570,walking
28571,sitting on the ground
28572,lying down
28573,lying
28574,standing up from lying
28575,sitting
28576,sitting
28577,standing up from lying
28578,walking
28579,sitting
28580,lying
28581,walking
28582,lying
28583,lying
28584,lying
28585,sitting
28586,walking
28587,lying
28588,sitting
28589,walking
28590,lying
28591,sitting on the ground
28592,lying
28593,on all fours
28594,walking
28595,sitting
28596,lying
28597,sitting on the ground
28598,sitting
28599,sitting
28600,lying
28601,sitting
28602,walking
28603,sitting
28604,lying
28605,sitting
28606,sitting
28607,walking
28608,lying
28609,sitting on the ground
28610,walking
28611,sitting
28612,walking
28613,sitting
28614,standing up from lying
28615,lying
28616,walking
28617,walking
28618,sitting down
28619,lying
28620,lying
28621,walking
28622,standing up from lying
28623,walking
28624,walking
28625,standing up from lying
28626,on all fours
28627,sitting on the ground
28628,lying
28629,sitting
28630,sitting on the ground
28631,sitting
28632,lying
28633,lying
28634,lying
28635,walking
28636,walking
28637,lying
28638,lying
28639,standing up from lying
28640,lying
28641,lying
28642,walking
28643,lying
28644,walking
28645,sitting
28646,lying
28647,lying
28648,walking
28649,walking
28650,lying
28651,sitting
28652,lying
28653,lying
28654,lying down
28655,walking
28656,walking
28657,walking
28658,lying
28659,sitting
28660,lying
28661,lying
28662,lying
28663,lying
28664,falling
28665,sitting
28666,walking
28667,standing up from lying
28668,lying
28669,sitting
28670,lying
28671,lying
28672,sitting
28673,lying
28674,lying
28675,walking
28676,lying
28677,lying
28678,sitting
28679,lying
28680,lying
28681,standing up from lying
28682,lying
28683,standing up from lying
28684,lying
28685,walking
28686,lying
28687,lying
28688,lying
28689,standing up from lying
28690,walking
28691,lying down
28692,lying
28693,walking
28694,lying
28695,falling
28696,walking
28697,sitting
28698,standing up from sitting on the ground
28699,sitting
28700,lying
28701,walking
28702,walking
28703,standing up from sitting
28704,lying
28705,sitting
28706,walking
28707,walking
28708,walking
28709,standing up from lying
28710,lying
28711,lying
28712,sitting on the ground
28713,walking
28714,lying
28715,lying
28716,lying
28717,sitting on the ground
28718,standing up from lying
28719,lying
28720,lying
28721,lying
28722,sitting
28723,lying
28724,lying
28725,on all fours
28726,lying
28727,sitting on the ground
28728,walking
28729,sitting
28730,walking
28731,lying
28732,walking
28733,sitting on the ground
28734,lying
28735,lying
28736,standing up from lying
28737,walking
28738,walking
28739,walking
28740,lying
28741,lying
28742,standing up from lying
28743,sitting
28744,lying
28745,walking
28746,sitting on the ground
28747,walking
28748,sitting
28749,on all fours
28750,lying
28751,walking
28752,sitting
28753,walking
28754,sitting
28755,standing up from lying
28756,lying
28757,lying
28758,sitting on the ground
28759,lying
28760,sitting
28761,walking
28762,lying
28763,lying
28764,lying
28765,lying
28766,walking
28767,lying
28768,walking
28769,walking
28770,lying
28771,sitting on the ground
28772,standing up from lying
28773,lying
28774,walking
28775,walking
28776,walking
28777,sitting
28778,lying
28779,walking
28780,lying
28781,on all fours
28782,sitting
28783,lying
28784,sitting
28785,lying
28786,lying
28787,walking
28788,sitting
28789,walking
28790,lying
28791,sitting
28792,sitting
28793,walking
28794,walking
28795,lying
28796,lying
28797,lying
28798,sitting
28799,sitting
28800,lying
28801,standing up from lying
28802,sitting
28803,on all fours
28804,lying
28805,sitting
28806,sitting
28807,sitting on the ground
28808,sitting
28809,sitting
28810,lying
28811,lying
28812,lying
28813,lying down
28814,lying
28815,walking
28816,lying
28817,walking
28818,walking
28819,walking
28820,sitting
28821,sitting
28822,lying
28823,walking
28824,lying
28825,lying
28826,lying
28827,lying
28828,lying
28829,lying
28830,walking
28831,lying
28832,sitting on the ground
28833,walking
28834,standing up from lying
28835,lying
28836,lying
28837,sitting
28838,sitting
28839,falling
28840,standing up from lying
28841,lying
28842,lying
28843,sitting
28844,on all fours
28845,lying
28846,sitting
28847,lying
28848,lying
28849,sitting
28850,on all fours
28851,on all fours
28852,sitting on the ground
28853,sitting
28854,lying
28855,standing up from lying
28856,lying
28857,lying
28858,sitting
28859,lying
28860,lying
28861,sitting on the ground
28862,lying
28863,standing up from lying
28864,lying
28865,walking
28866,lying
28867,walking
28868,sitting
28869,walking
28870,sitting
28871,lying
28872,sitting on the ground
28873,lying
28874,lying
28875,lying
28876,walking
28877,lying
28878,sitting on the ground
28879,walking
28880,sitting
28881,sitting
28882,walking
28883,lying
28884,sitting
28885,walking
28886,sitting
28887,lying
28888,lying
28889,lying
28890,sitting
28891,lying
28892,walking
28893,standing up from lying
28894,lying
28895,standing up from lying
28896,sitting on the ground
28897,sitting
28898,sitting on the ground
28899,sitting on the ground
28900,lying
28901,walking
28902,sitting
28903,walking
28904,sitting
28905,walking
28906,sitting
28907,sitting
28908,lying
28909,walking
28910,lying
28911,lying
28912,lying
28913,sitting
28914,standing up from lying
28915,standing up from lying
28916,walking
28917,sitting
28918,standing up from lying
28919,walking
28920,sitting on the ground
28921,lying
28922,walking
28923,sitting
28924,standing up from lying
28925,lying
28926,standing up from lying
28927,walking
28928,lying
28929,standing up from lying
28930,walking
28931,sitting
28932,lying
28933,standing up from lying
28934,lying
28935,sitting on the ground
28936,lying
28937,lying
28938,lying
28939,lying
28940,lying
28941,lying
28942,standing up from lying
28943,sitting on the ground
28944,walking
28945,lying
28946,walking
28947,lying
28948,lying
28949,walking
28950,standing up from lying
28951,lying
28952,lying
28953,on all fours
28954,walking
28955,standing up from lying
28956,sitting
28957,sitting on the ground
28958,sitting on the ground
28959,sitting
28960,walking
28961,walking
28962,standing up from lying
28963,lying
28964,on all fours
28965,sitting on the ground
28966,lying
28967,sitting on the ground
28968,lying
28969,sitting
28970,standing up from lying
28971,lying
28972,lying
28973,lying
28974,lying
28975,sitting on the ground
28976,walking
28977,sitting
28978,standing up from sitting on the ground
28979,sitting
28980,sitting
28981,lying
28982,lying
28983,lying
28984,sitting on the ground
28985,lying
28986,walking
28987,walking
28988,lying
28989,lying
28990,sitting on the ground
28991,walking
28992,walking
28993,on all fours
28994,on all fours
28995,walking
28996,walking
28997,sitting
28998,lying
28999,lying
29000,standing up from lying
29001,lying
29002,sitting
29003,walking
29004,lying
29005,sitting
29006,sitting
29007,sitting
29008,sitting
29009,sitting
29010,walking
29011,sitting on the ground
29012,on all fours
29013,lying
29014,sitting
29015,lying
29016,on all fours
29017,lying
29018,sitting
29019,lying
29020,lying
29021,lying
29022,lying
29023,lying
29024,lying
29025,lying
29026,sitting
29027,lying
29028,walking
29029,lying
29030,walking
29031,walking
29032,sitting
29033,walking
29034,lying
29035,sitting
29036,walking
29037,walking
29038,sitting
29039,walking
29040,walking
29041,lying
29042,standing up from lying
29043,lying
29044,sitting
29045,on all fours
29046,lying
29047,on all fours
29048,on all fours
29049,walking
29050,on all fours
29051,walking
29052,lying
29053,walking
29054,sitting
29055,sitting on the ground
29056,standing up from lying
29057,lying
29058,lying
29059,lying
29060,walking
29061,lying
29062,walking
29063,sitting
29064,sitting
29065,lying
29066,lying down
29067,walking
29068,lying
29069,sitting
29070,lying
29071,lying
29072,lying down
29073,lying
29074,lying
29075,sitting
29076,lying
29077,lying
29078,on all fours
29079,lying
29080,sitting on the ground
29081,standing up from lying
29082,sitting on the ground
29083,lying
29084,standing up from lying
29085,lying
29086,walking
29087,lying down
29088,lying
29089,sitting on the ground
29090,lying
29091,lying
29092,walking
29093,sitting on the ground
29094,walking
29095,walking
29096,sitting
29097,sitting on the ground
29098,sitting
29099,lying
29100,walking
29101,lying
29102,on all fours
29103,walking
29104,lying
29105,walking
29106,walking
29107,sitting on the ground
29108,lying
29109,sitting
29110,lying
29111,lying down
29112,lying
29113,sitting on the ground
29114,sitting
29115,lying
29116,standing up from lying
29117,lying
29118,lying
29119,standing up from lying
29120,lying
29121,walking
29122,walking
29123,on all fours
29124,walking
29125,standing up from lying
29126,on all fours
29127,lying
29128,walking
29129,sitting
29130,sitting on the ground
29131,lying
29132,on all fours
29133,walking
29134,lying
29135,lying
29136,lying
29137,falling
29138,walking
29139,lying
29140,lying
29141,lying
29142,lying
29143,walking
29144,walking
29145,sitting on the ground
29146,lying
29147,lying
29148,lying
29149,sitting
29150,standing up from lying
29151,sitting
29152,walking
29153,sitting on the ground
29154,lying
29155,lying
29156,sitting
29157,lying
29158,lying
29159,on all fours
29160,walking
29161,sitting
29162,lying
29163,lying
29164,walking
29165,sitting
29166,lying
29167,lying
29168,sitting
29169,lying
29170,walking
29171,lying
29172,lying
29173,sitting on the ground
29174,walking
29175,lying
29176,walking
29177,walking
29178,lying
29179,sitting
29180,sitting on the ground
29181,lying
29182,lying
29183,on all fours
29184,walking
29185,lying
29186,lying
29187,walking
29188,walking
29189,lying
29190,falling
29191,lying
29192,walking
29193,sitting on the ground
29194,walking
29195,walking
29196,sitting
29197,on all fours
29198,lying
29199,lying
29200,walking
29201,walking
29202,walking
29203,lying
29204,walking
29205,walking
29206,lying
29207,walking
29208,walking
29209,standing up from lying
29210,sitting on the ground
29211,lying
29212,lying
29213,walking
29214,standing up from lying
29215,walking
29216,lying
29217,sitting
29218,lying
29219,walking
29220,standing up from lying
29221,walking
29222,walking
29223,lying down
29224,lying
29225,lying
29226,sitting on the ground
29227,walking
29228,sitting
29229,sitting on the ground
29230,lying
29231,walking
29232,walking
29233,walking
29234,sitting
29235,walking
29236,lying
29237,standing up from lying
29238,standing up from lying
29239,sitting
29240,walking
29241,on all fours
29242,standing up from sitting on the ground
29243,walking
29244,walking
29245,walking
29246,lying
29247,walking
29248,lying
29249,lying
29250,walking
29251,walking
29252,walking
29253,standing up from lying
29254,lying
29255,lying
29256,sitting
29257,lying
29258,lying
29259,sitting
29260,walking
29261,on all fours
29262,lying
29263,walking
29264,walking
29265,lying
29266,sitting
29267,walking
29268,on all fours
29269,walking
29270,lying
29271,sitting
29272,lying
29273,walking
29274,walking
29275,sitting on the ground
29276,lying
29277,walking
29278,sitting
29279,lying
29280,lying
29281,lying
29282,lying
29283,lying
29284,lying
29285,lying
29286,walking
29287,standing up from lying
29288,standing up from sitting on the ground
29289,sitting on the ground
29290,sitting on the ground
29291,walking
29292,on all fours
29293,lying
29294,lying
29295,sitting
29296,lying
29297,lying
29298,lying
29299,walking
29300,sitting
29301,lying
29302,lying
29303,lying
29304,walking
29305,lying
29306,lying
29307,lying
29308,lying
29309,lying
29310,standing up from lying
29311,lying
29312,walking
29313,sitting
29314,lying
29315,lying
29316,walking
29317,falling
29318,lying
29319,lying
29320,walking
29321,sitting
29322,lying
29323,standing up from lying
29324,sitting
29325,standing up from lying
29326,sitting on the ground
29327,lying
29328,lying
29329,sitting
29330,lying
29331,lying
29332,standing up from sitting on the ground
29333,walking
29334,sitting
29335,walking
29336,sitting on the ground
29337,lying
29338,lying
29339,sitting
29340,lying
29341,lying down
29342,lying
29343,walking
29344,lying
29345,standing up from lying
29346,sitting
29347,sitting
29348,walking
29349,walking
29350,walking
29351,lying
29352,walking
29353,sitting on the ground
29354,sitting
29355,lying down
29356,sitting on the ground
29357,lying
29358,sitting on the ground
29359,walking
29360,sitting on the ground
29361,lying
29362,standing up from sitting
29363,walking
29364,sitting on the ground
29365,walking
29366,sitting on the ground
29367,sitting
29368,lying
29369,lying
29370,walking
29371,standing up from sitting on the ground
29372,lying
29373,lying
29374,lying
29375,walking
29376,lying
29377,lying
29378,lying
29379,lying
29380,sitting
29381,lying
29382,sitting
29383,walking
29384,walking
29385,walking
29386,standing up from lying
29387,walking
29388,lying
29389,lying
29390,sitting on the ground
29391,lying
29392,lying
29393,lying
29394,lying
29395,sitting on the ground
29396,walking
29397,walking
29398,standing up from lying
29399,lying
29400,sitting
29401,walking
29402,lying
29403,lying
29404,falling
29405,sitting
29406,standing up from lying
29407,sitting on the ground
29408,on all fours
29409,walking
29410,walking
29411,walking
29412,sitting
29413,lying
29414,lying
29415,lying
29416,sitting
29417,lying
29418,lying
29419,lying
29420,walking
29421,walking
29422,falling
29423,standing up from lying
29424,sitting
29425,sitting
29426,sitting on the ground
29427,lying
29428,walking
29429,walking
29430,sitting
29431,sitting on the ground
29432,walking
29433,lying
29434,sitting
29435,lying
29436,walking
29437,sitting on the ground
29438,walking
29439,lying
29440,sitting
29441,walking
29442,sitting
29443,lying down
29444,sitting
29445,sitting
29446,lying
29447,lying
29448,walking
29449,sitting
29450,lying
29451,lying
29452,lying
29453,sitting on the ground
29454,lying
29455,sitting
29456,lying
29457,sitting
29458,walking
29459,sitting
29460,sitting
29461,sitting
29462,lying
29463,standing up from lying
29464,lying
29465,sitting on the ground
29466,sitting
29467,walking
29468,lying
29469,sitting on the ground
29470,on all fours
29471,walking
29472,sitting on the ground
29473,lying
29474,walking
29475,on all fours
29476,lying
29477,sitting
29478,sitting
29479,lying
29480,lying
29481,standing up from lying
29482,sitting
29483,lying
29484,standing up from lying
29485,walking
29486,walking
29487,standing up from lying
29488,sitting
29489,lying
29490,lying
29491,sitting
29492,standing up from lying
29493,lying
29494,walking
29495,lying
29496,sitting
29497,lying
29498,lying
29499,walking
29500,lying
29501,walking
29502,sitting
29503,lying
29504,standing up from lying
29505,lying
29506,lying
29507,standing up from lying
29508,sitting
29509,sitting
29510,walking
29511,lying
29512,standing up from lying
29513,lying
29514,sitting
29515,sitting
29516,walking
29517,lying
29518,sitting
29519,sitting down
29520,lying
29521,lying
29522,lying
29523,lying
29524,standing up from lying
29525,standing up from lying
29526,walking
29527,standing up from lying
29528,walking
29529,sitting
29530,walking
29531,lying
29532,lying
29533,lying
29534,on all fours
29535,lying
29536,walking
29537,lying
29538,sitting on the ground
29539,lying
29540,lying
29541,sitting
29542,sitting
29543,sitting
29544,sitting on the ground
29545,sitting
29546,sitting on the ground
29547,standing up from lying
29548,walking
29549,sitting
29550,lying
29551,lying
29552,walking
29553,lying
29554,walking
29555,standing up from sitting on the ground
29556,lying
29557,lying
29558,standing up from lying
29559,walking
29560,sitting on the ground
29561,sitting on the ground
29562,sitting
29563,sitting on the ground
29564,falling
29565,lying
29566,sitting
29567,lying
29568,sitting
29569,lying
29570,walking
29571,lying
29572,sitting
29573,sitting on the ground
29574,lying
29575,standing up from sitting on the ground
29576,lying
29577,standing up from lying
29578,sitting
29579,lying
29580,sitting
29581,on all fours
29582,lying
29583,lying
29584,sitting on the ground
29585,lying
29586,lying
29587,lying
29588,lying
29589,lying
29590,sitting on the ground
29591,lying
29592,standing up from lying
29593,standing up from sitting on the ground
29594,sitting
29595,walking
29596,sitting
29597,lying
29598,lying
29599,lying
29600,walking
29601,walking
29602,lying
29603,sitting
29604,lying
29605,lying
29606,walking
29607,lying
29608,walking
29609,lying
29610,sitting
29611,lying
29612,lying
29613,standing up from sitting on the ground
29614,sitting
29615,walking
29616,lying
29617,walking
29618,walking
29619,sitting
29620,lying
29621,lying
29622,lying
29623,standing up from lying
29624,lying
29625,walking
29626,lying
29627,standing up from lying
29628,on all fours
29629,sitting
29630,walking
29631,sitting on the ground
29632,standing up from sitting on the ground
29633,sitting on the ground
29634,falling
29635,walking
29636,lying
29637,sitting on the ground
29638,walking
29639,lying
29640,sitting on the ground
29641,lying down
29642,sitting on the ground
29643,walking
29644,walking
29645,walking
29646,on all fours
29647,standing up from sitting
29648,standing up from lying
29649,lying
29650,on all fours
29651,sitting on the ground
29652,walking
29653,lying
29654,lying
29655,lying
29656,walking
29657,lying
29658,lying
29659,lying
29660,lying
29661,sitting
29662,lying
29663,walking
29664,walking
29665,walking
29666,sitting
29667,standing up from lying
29668,walking
29669,lying
29670,lying down
29671,lying
29672,lying
29673,lying
29674,lying
29675,sitting
29676,sitting on the ground
29677,lying
29678,standing up from lying
29679,lying
29680,lying
29681,walking
29682,lying
29683,walking
29684,walking
29685,sitting
29686,lying
29687,lying
29688,lying down
29689,lying
29690,on all fours
29691,sitting
29692,standing up from lying
29693,lying
29694,lying
29695,sitting on the ground
29696,lying
29697,sitting
29698,lying
29699,walking
29700,on all fours
29701,on all fours
29702,standing up from lying
29703,walking
29704,lying
29705,on all fours
29706,lying
29707,walking
29708,walking
29709,walking
29710,lying
29711,walking
29712,walking
29713,sitting
29714,lying
29715,on all fours
29716,walking
29717,standing up from lying
29718,lying
29719,sitting
29720,sitting on the ground
29721,lying
29722,walking
29723,sitting
29724,lying down
29725,lying
29726,walking
29727,lying
29728,walking
29729,sitting
29730,lying
29731,walking
29732,lying
29733,lying
29734,lying
29735,sitting
29736,lying
29737,sitting on the ground
29738,lying
29739,walking
29740,lying
29741,lying down
29742,sitting
29743,sitting
29744,lying
29745,sitting
29746,lying
29747,sitting
29748,sitting on the ground
29749,lying
29750,sitting
29751,walking
29752,sitting
29753,walking
29754,standing up from lying
29755,lying
29756,walking
29757,lying
29758,lying
29759,standing up from lying
29760,sitting
29761,sitting
29762,lying
29763,standing up from lying
29764,sitting
29765,sitting on the ground
29766,walking
29767,sitting
29768,lying
29769,walking
29770,standing up from lying
29771,walking
29772,walking
29773,walking
29774,sitting on the ground
29775,walking
29776,walking
29777,standing up from lying
29778,lying
29779,lying
29780,lying
29781,sitting
29782,sitting
29783,on all fours
29784,lying
29785,lying
29786,lying
29787,lying
29788,sitting
29789,walking
29790,sitting
29791,lying
29792,lying
29793,lying down
29794,lying
29795,lying
29796,lying
29797,sitting down
29798,lying down
29799,sitting on the ground
29800,lying
29801,sitting on the ground
29802,lying
29803,lying
29804,walking
29805,lying
29806,sitting
29807,walking
29808,walking
29809,lying
29810,lying
29811,walking
29812,walking
29813,sitting
29814,lying
29815,walking
29816,lying
29817,sitting
29818,lying
29819,on all fours
29820,walking
29821,lying
29822,lying
29823,walking
29824,standing up from lying
29825,lying
29826,lying
29827,sitting
29828,walking
29829,lying
29830,lying
29831,walking
29832,sitting
29833,sitting
29834,lying
29835,walking
29836,lying down
29837,lying
29838,lying
29839,lying
29840,sitting on the ground
29841,walking
29842,lying
29843,lying
29844,lying
29845,walking
29846,standing up from lying
29847,walking
29848,lying
29849,sitting
29850,standing up from sitting on the ground
29851,standing up from lying
29852,lying
29853,sitting on the ground
29854,sitting on the ground
29855,sitting on the ground
29856,sitting
29857,sitting
29858,sitting
29859,standing up from lying
29860,lying
29861,walking
29862,lying
29863,lying
29864,sitting on the ground
29865,lying
29866,standing up from lying
29867,walking
29868,sitting
29869,walking
29870,walking
29871,lying
29872,standing up from lying
29873,lying
29874,on all fours
29875,standing up from lying
29876,lying
29877,lying
29878,standing up from lying
29879,sitting
29880,lying
29881,lying
29882,sitting
29883,sitting
29884,standing up from lying
29885,standing up from lying
29886,sitting
29887,lying down
29888,sitting on the ground
29889,sitting on the ground
29890,lying
29891,standing up from lying
29892,lying
29893,standing up from lying
29894,lying
29895,walking
29896,lying
29897,sitting
29898,walking
29899,standing up from lying
29900,lying
29901,sitting on the ground
29902,lying
29903,lying
29904,walking
29905,lying
29906,walking
29907,walking
29908,walking
29909,sitting
29910,standing up from lying
29911,walking
29912,on all fours
29913,walking
29914,walking
29915,sitting on the ground
29916,lying
29917,walking
29918,lying
29919,walking
29920,lying
29921,standing up from lying
29922,walking
29923,standing up from lying
29924,standing up from lying
29925,lying
29926,sitting on the ground
29927,sitting
29928,walking
29929,standing up from lying
29930,sitting on the ground
29931,walking
29932,standing up from lying
29933,sitting
29934,sitting
29935,walking
29936,sitting
29937,sitting
29938,lying
29939,lying
29940,lying
29941,sitting on the ground
29942,walking
29943,lying
29944,lying
29945,lying
29946,walking
29947,lying
29948,sitting
29949,standing up from lying
29950,lying
29951,lying
29952,sitting on the ground
29953,sitting
29954,sitting
29955,lying
29956,walking
29957,walking
29958,lying
29959,walking
29960,lying
29961,lying
29962,lying
29963,walking
29964,standing up from lying
29965,sitting
29966,standing up from sitting
29967,walking
29968,on all fours
29969,walking
29970,lying
29971,sitting on the ground
29972,lying
29973,walking
29974,standing up from lying
29975,sitting
29976,sitting
29977,sitting
29978,sitting on the ground
29979,lying
29980,lying
29981,lying
29982,sitting
29983,standing up from lying
29984,sitting
29985,lying
29986,walking
29987,walking
29988,sitting
29989,sitting on the ground
29990,sitting
29991,sitting
29992,standing up from lying
29993,sitting
29994,sitting on the ground
29995,standing up from lying
29996,walking
29997,sitting
29998,lying
29999,sitting
30000,walking
30001,sitting
30002,walking
30003,sitting
30004,walking
30005,walking
30006,lying
30007,lying
30008,walking
30009,sitting on the ground
30010,lying
30011,lying
30012,lying
30013,walking
30014,walking
30015,lying
30016,walking
30017,lying
30018,sitting
30019,sitting
30020,lying
30021,lying
30022,walking
30023,sitting
30024,lying
30025,lying
30026,sitting
30027,lying
30028,sitting
30029,lying
30030,walking
30031,standing up from lying
30032,sitting on the ground
30033,lying
30034,lying
30035,sitting on the ground
30036,lying
30037,walking
30038,walking
30039,sitting
30040,lying
30041,lying
30042,walking
30043,walking
30044,lying
30045,lying
30046,lying
30047,lying
30048,sitting
30049,sitting
30050,lying
30051,standing up from lying
30052,sitting
30053,walking
30054,walking
30055,sitting
30056,walking
30057,walking
30058,sitting
30059,lying
30060,sitting on the ground
30061,lying
30062,sitting
30063,standing up from lying
30064,lying
30065,lying
30066,walking
30067,sitting on the ground
30068,on all fours
30069,lying
30070,sitting
30071,lying
30072,walking
30073,lying
30074,lying
30075,sitting
30076,sitting
30077,lying
30078,lying
30079,sitting
30080,lying
30081,on all fours
30082,on all fours
30083,walking
30084,lying
30085,lying
30086,sitting on the ground
30087,lying
30088,lying
30089,sitting on the ground
30090,lying
30091,lying
30092,walking
30093,lying
30094,lying
30095,lying
30096,walking
30097,lying
30098,lying
30099,walking
30100,sitting on the ground
30101,lying
30102,sitting
30103,walking
30104,lying
30105,walking
30106,lying
30107,walking
30108,standing up from lying
30109,lying
30110,lying
30111,lying
30112,lying
30113,sitting
30114,lying down
30115,walking
30116,lying
30117,walking
30118,lying
30119,walking
30120,lying
30121,standing up from lying
30122,walking
30123,sitting
30124,sitting on the ground
30125,sitting on the ground
30126,lying
30127,lying
30128,lying
30129,sitting
30130,walking
30131,standing up from lying
30132,sitting on the ground
30133,standing up from lying
30134,sitting
30135,walking
30136,walking
30137,walking
